"id","facility_construction_status","facility_name","naic_code","facility_category","facility_type","target_saving","display_pic_url","unit_number","street_number","street_name","city","country","province","postal_code","address","sector","gross_floor_area","number_of_storeys","occupancy","number_of_building","company_id","facility_id_general_status","facility_id_submission_status","ng_distribution_company","ng_distribution_company_data_extraction","longitude","latitude","facility_bas","facility_bas_connectivity","is_approved","approved_by","is_active","created_at","updated_at","created_by","updated_by","total_electricity_savings","energy_savings","total_incentive_earned","benchmarking_eui","facility_nickname","year_of_construction","facility_ubi","serial_number"
59,NULL,"Alberta Pipe Support &  Fabrication Inc.","332319","332","332319",NULL,NULL,"","4403","84 Ave NW","Edmonton","Canada","Alberta","T6B2S6",NULL,"31",NULL,NULL,NULL,NULL,263,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2024-12-18 22:39:11.684","2024-12-18 22:56:00.269",411,411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
60,NULL,"TARA CENTRE","115110","115","115110",NULL,"https://semiproduploads.blob.core.windows.net/files/_128860_unknown1734643311300.jpg?sv=2025-01-05&spr=https&se=2034-12-19T21%3A21%3A51Z&sr=b&sp=r&sig=zav38e%2BCp2oIwRHKxQAW4RZc1yCYmBqmZ7JHPmo5kCo%3D","","55051","TOWNSHIP RD 710","COUNTY OF GRANDE PRAIRIE","Canada","Alberta","T8W5A7",NULL,"11",NULL,NULL,NULL,NULL,265,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2024-12-19 21:22:03.587","2024-12-19 21:30:17.696",413,413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
61,NULL,"Rostel Industries","332999","332","332999",NULL,NULL,"","9699","Shepard Rd","Calgary","Canada","Alberta","T2C4K5",NULL,"31",NULL,NULL,NULL,NULL,266,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2024-12-19 21:44:22.641","2025-06-26 17:50:42.425",319,414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
62,NULL,"LWR Main Office","238160","238","238160",NULL,NULL,"100","3645 ","48 Ave","Calgary","Canada","Alberta","T2B3N8",NULL,"23",NULL,NULL,NULL,NULL,44,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2024-12-20 14:48:47.652","2024-12-20 15:19:50.293",89,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
63,NULL,"Waskatenau Plant","562110","562","562110",NULL,"https://semiproduploads.blob.core.windows.net/files/_3381909_unknown1734977603922.jpeg?sv=2025-01-05&spr=https&se=2034-12-23T18%3A13%3A24Z&sr=b&sp=r&sig=0Xlz0X%2FlYJXeYQWOr1ryzc3kzZTUVm%2BTbLy6m20p9a8%3D","","5045","50 street","Waskatenau","Canada","Alberta","T0A3P0",NULL,"56",NULL,NULL,NULL,NULL,269,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2024-12-23 18:14:44.46","2025-06-14 01:57:22.701",417,417,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
64,NULL,"Kick Ass Caramels Inc.","311340","311","311340",NULL,"https://semiproduploads.blob.core.windows.net/files/_112540_unknown1735159200934.jpg?sv=2025-01-05&spr=https&se=2034-12-25T20%3A40%3A01Z&sr=b&sp=r&sig=r2qFFkjJkjDEQvjb70YgMAZBHqSPI%2BJdh%2F3hUxsFbEA%3D","","5002","50 street","Stony Plain","Canada","Alberta","T7Z1T2",NULL,"31",NULL,NULL,NULL,NULL,270,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2024-12-25 20:40:22.967","2024-12-25 20:44:52.667",418,418,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
65,NULL,"Test","238310","238","238310",NULL,NULL,"","123","Test","Calgary","Canada","Alberta","A1A1A1",NULL,"23",NULL,NULL,NULL,NULL,272,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2024-12-31 16:48:46.123","2025-07-08 20:13:50.962",421,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
66,NULL,"North Service Centre","336110","336","336110",NULL,NULL,"","11140","120 Street","Edmonton","Canada","Alberta","T5G2X8",NULL,"31",NULL,NULL,NULL,NULL,99,2,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-03 16:20:40.294","2025-01-03 16:25:24.166",191,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
67,NULL,"Bornite FENN Big Valley 15-22-035-20","211110","211","211110",NULL,NULL,"0","15-22-035-20W4","0","Calgary","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,191,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-04 16:38:32.406","2025-01-07 14:17:56.974",397,420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
68,NULL,"Main","213119","213","213119",NULL,"https://semiproduploads.blob.core.windows.net/files/_92089_unknown1736179805719.jpg?sv=2025-01-05&spr=https&se=2035-01-06T16%3A10%3A06Z&sr=b&sp=r&sig=YVg5dRd9qOzjE8bWcJtxRjSh9rhVEmmCK4gtxQzoYFU%3D","120","1220 ","28th St NE","Calgary","Canada","Alberta","T2A6A2",NULL,"21",NULL,NULL,NULL,NULL,64,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-01-06 16:12:54.242","2025-01-06 16:36:32.142",424,424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
69,NULL,"Main","213119","213","213119",NULL,"https://semiproduploads.blob.core.windows.net/files/_92089_unknown1736182145159.jpg?sv=2025-01-05&spr=https&se=2035-01-06T16%3A49%3A05Z&sr=b&sp=r&sig=0MO3TcGrUO2mqrjyzMSxAP1BokX6WYpfpPJ9%2FGRkOCg%3D","120","1220","28th St NE","Calgary","Canada","Alberta","T2A6A2",NULL,"21",NULL,NULL,NULL,NULL,64,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-06 16:49:29.792","2025-01-15 20:49:22.781",424,424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
70,NULL,"123","112930","112","112930",NULL,NULL,"112","123","123","Calgary","Canada","Alberta","T2P3N4",NULL,"11",NULL,NULL,NULL,NULL,212,2,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-06 18:42:06.627","2025-01-06 18:42:24.607",351,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
71,NULL,"Spolumbo's Fine Foods","311999","311","311999",NULL,NULL,"","1308","9 Ave SE","Calgary","Canada","Alberta","T2G0T3",NULL,"31",NULL,NULL,NULL,NULL,276,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-07 15:22:52.118","2025-01-14 17:25:30.91",429,430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
72,NULL,"Elite Waste Disposal Inc. Clairmont ","562990","562","562990",NULL,NULL,"","9402","81st Ave","Clairmont","Canada","Alberta","T8X0M2",NULL,"56",NULL,NULL,NULL,NULL,278,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-08 17:10:43.643","2025-01-10 22:07:51.867",433,430,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
73,NULL,"Vyefield - South Processing Building","311824","311","311824",NULL,NULL,"","111","370 Ave W","Foothills","Canada","Alberta","T0L0A0",NULL,"31",NULL,NULL,NULL,NULL,282,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-09 21:25:34.301","2025-04-17 16:50:37.223",437,437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
74,NULL,"214 Place ","561110","561","561110",NULL,NULL,"","10130 99 Street","180","Grande Prairie","Canada","Alberta","T8V2V4",NULL,"56",NULL,NULL,NULL,NULL,283,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-10 23:13:58.306","2025-01-10 23:13:58.306",438,438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
75,NULL,"Above and Beyond Compression Inc","211110","211","211110",NULL,NULL,"","2305-84 Ave","2305-84 Ave","Edmonton","Canada","Alberta","T6P1K1",NULL,"21",NULL,NULL,NULL,NULL,285,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-13 19:22:27.8","2025-01-14 14:29:50.171",440,440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
76,NULL,"Grant Metal Products Shop","333519","333","333519",NULL,"https://semiproduploads.blob.core.windows.net/files/_2959166_unknown1736844381581.png?sv=2025-01-05&spr=https&se=2035-01-14T08%3A46%3A22Z&sr=b&sp=r&sig=jghK38NZdCdJjmysKrEqPdLn5vLt4Z5iqr%2B6YODHN6s%3D","291210 ","291210 ","Wagon Wheel Road Rocky View","Calgary","Canada","Alberta","T4A0E2",NULL,"31",NULL,NULL,NULL,NULL,286,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-14 08:47:13.752","2025-01-23 18:38:43.127",441,441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
77,NULL,"TestCompany14","238150","238","238150",NULL,NULL,"5","10","Test","Calgary","Canada","Alberta","A1A1A1",NULL,"23",NULL,NULL,NULL,NULL,232,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-01-14 17:29:47.1","2025-07-08 20:13:57.483",373,373,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
78,NULL,"Southland Trailers","336212","336","336212",NULL,NULL,"1405","41","Street North","Lethbridge","Canada","Alberta","T1H6G3",NULL,"31",NULL,NULL,NULL,NULL,110,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-16 19:18:28.598","2025-01-16 19:18:28.598",204,204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
79,NULL,"Miki Test account plz don't delete","112920","112","112920",NULL,NULL,"","111","Japan street","Calgary","Canada","Alberta","A1A1B1",NULL,"11",NULL,NULL,NULL,NULL,280,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-16 21:14:24.64","2025-03-04 22:21:12.881",435,435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
80,NULL,"Harhil Farm Ltd","112310","112","112310",NULL,NULL,"","SW13-41-25-W4","SW13-41-25-W4","Clive","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,291,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-17 02:34:40.055","2025-01-17 02:46:12.221",447,447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
81,NULL,"RHK Hydraulics Main Building","332710","332","332710",NULL,"https://semiproduploads.blob.core.windows.net/files/_1341109_unknown1737125682419.jpg?sv=2025-01-05&spr=https&se=2035-01-17T14%3A54%3A43Z&sr=b&sp=r&sig=7%2Bmom14a8NhuM1xlYlAJW69q5dpL1XxK5Ht1NCfuTjY%3D","","13111"," 159 Street NW","Edmonton","Canada","Alberta","T5V1H6",NULL,"31",NULL,NULL,NULL,NULL,292,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-17 14:55:07.485","2025-01-17 15:01:11.291",448,448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
82,NULL,"Epic Stables 1","111999","111","111999",NULL,"https://semiproduploads.blob.core.windows.net/files/_736258_unknown1737136771206.png?sv=2025-01-05&spr=https&se=2035-01-17T17%3A59%3A31Z&sr=b&sp=r&sig=%2BsvrfSgjdWyqUItVg3heswhWMVEkT25Wc0xQb9%2Fgi8Q%3D","","257001","112 St W","Foothills","Canada","Alberta","T1S0W1",NULL,"11",NULL,NULL,NULL,NULL,293,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-17 18:00:32.986","2025-01-17 18:00:32.986",449,449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
83,NULL,"Hog Barn","112210","112","112210",NULL,NULL,"","SE 04-05-21-W4","SE 04-05-21-W4","Magrath","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,295,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-17 22:25:27.292","2025-01-17 22:29:16.019",451,451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
84,NULL,"Makepeace Gas Plant","211110","211","211110",NULL,"https://semiproduploads.blob.core.windows.net/files/_710555_unknown1737398358692.PNG?sv=2025-01-05&spr=https&se=2035-01-20T18%3A39%3A18Z&sr=b&sp=r&sig=pJIIyc7pchIHj8FbWEC4eWmSbwJEzpQyHCtp3oUZTB8%3D","","12-33-022-18W4","50.915880, -112.448471","Brooks","Canada","Alberta","T1R0A7",NULL,"21",NULL,NULL,NULL,NULL,257,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-20 18:40:09.787","2025-01-20 18:50:26.352",403,403,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
85,NULL,"Wabash Mfg. Inc.","336211","336","336211",NULL,NULL,"","Lot 7, 8, 9, Block 2, Plan 7720694","9312 - 110A Street","Westlock","Canada","Alberta","T7P2M4",NULL,"31",NULL,NULL,NULL,NULL,296,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-20 21:35:02.541","2025-03-20 13:19:40.177",452,452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
86,NULL,"Solvet","339999","339","339999",NULL,"https://semiproduploads.blob.core.windows.net/files/_187479_unknown1737473125790.png?sv=2025-01-05&spr=https&se=2035-01-21T15%3A25%3A25Z&sr=b&sp=r&sig=tB70IG2h4MvbrxOfiIEJGTL7vOdmfGcHZr2oNaheROM%3D","","7226","107 Ave SE","Calgary","Canada","Alberta","T2C5N6",NULL,"31",NULL,NULL,NULL,NULL,294,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-21 15:31:25.548","2025-01-21 15:31:25.548",450,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
87,NULL,"Poultry Operation","112310","112","112310",NULL,NULL,"SE 04-05-21-W4","BOX 70","SE 04-05-21-W4","MAGRATH","Canada","Alberta","T0K1J0",NULL,"11",NULL,NULL,NULL,NULL,295,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-23 02:18:03.988","2025-01-23 02:18:03.988",451,451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
88,NULL,"Poultry Operation","112310","112","112310",NULL,"https://semiproduploads.blob.core.windows.net/files/_3395081_unknown1737598862759.JPG?sv=2025-01-05&spr=https&se=2035-01-23T02%3A21%3A03Z&sr=b&sp=r&sig=mQhjVSku7tCtks2oJ3bSkmbslFnOUvLCDY02rSpdlP0%3D","70","SE 04-05-21-W4","box 70","MAGRATH","Canada","Alberta","T0K1J0",NULL,"11",NULL,NULL,NULL,NULL,295,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-23 02:21:33.53","2025-01-23 02:26:23.598",451,451,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
89,NULL,"Greatwest Kenworth Clairmont","488990","488","488990",NULL,"https://semiproduploads.blob.core.windows.net/files/_75749_unknown1737660162740.jpg?sv=2025-01-05&spr=https&se=2035-01-23T19%3A22%3A42Z&sr=b&sp=r&sig=n%2FFam17vxu1RNgXx530zd70BFA3CVBTVi2CSpL12HHI%3D","","7202","98 ST","Clairmont","Canada","Alberta","t8x5b1",NULL,"48",NULL,NULL,NULL,NULL,298,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-23 19:23:14.199","2025-02-11 21:25:51.736",456,456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
90,NULL,"HQ","561990","561","561990",NULL,NULL,"","105","12 AVE SE","Calgary","Canada","Alberta","T2G1A1",NULL,"56",NULL,NULL,NULL,NULL,299,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-23 20:14:17.248","2025-06-09 20:54:15.991",457,457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
91,NULL,"WIKA Instruments Ltd.","333248","333","333248",NULL,"https://semiproduploads.blob.core.windows.net/files/_2120088_unknown1737666307920.png?sv=2025-01-05&spr=https&se=2035-01-23T21%3A05%3A08Z&sr=b&sp=r&sig=0IDdqGdkTuQB834FccFhMCs%2BzNWvOApkbPMth8GtofQ%3D","","3103","Parsons Road","Edmonton","Canada","Alberta","T6N1C8",NULL,"31",NULL,NULL,NULL,NULL,301,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-23 21:06:50.55","2025-03-14 21:27:06.318",459,459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
92,NULL,"OEM Remanufacturing","333619","333","333619",NULL,"https://semiproduploads.blob.core.windows.net/files/_62333_unknown1737667621980.jpg?sv=2025-01-05&spr=https&se=2035-01-23T21%3A27%3A02Z&sr=b&sp=r&sig=GzprrocQGfJseqKL6I1HmZ8y08Ok97Gl3B7x93J0HrY%3D","","156 St NW","13315","Edmonton","Canada","Alberta","T5V1V2",NULL,"31",NULL,NULL,NULL,NULL,302,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-23 21:28:10.117","2025-01-23 21:51:04.065",460,460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
93,NULL,"Head Office","238210","238","238210",NULL,NULL,"","13415","149 Street","Edmonton","Canada","Alberta","T5L2T3",NULL,"23",NULL,NULL,NULL,NULL,303,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-01-23 21:33:25.256","2025-01-23 21:53:20.856",461,461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
94,NULL,"WFM Claresholm Chicken Processing Facility","311615","311","311615",NULL,"https://semiproduploads.blob.core.windows.net/files/_299539_unknown1738686377946.jpg?sv=2025-01-05&spr=https&se=2035-02-04T16%3A26%3A18Z&sr=b&sp=r&sig=NSUQQ12aNAZHOXi2ARXxGHYHs1eJfo%2B4zPwr9IybYuo%3D","","4264 ","3 St E","Claresholm","Canada","Alberta","T0L0T0",NULL,"31",NULL,NULL,NULL,NULL,309,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-28 18:15:04.074","2025-02-14 19:59:10.161",468,468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
95,NULL,"Gordondale Sour Gas Plant","211110","211","211110",NULL,NULL,"","16-31-078-11W6","55.808644, -119.684447","Bonanza","Canada","Alberta","A1A1A1",NULL,"21",NULL,NULL,NULL,NULL,111,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-28 18:31:32.981","2025-03-31 18:20:06.906",205,205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
96,NULL,"Kings Energy","332113","332","332113",NULL,NULL,"","277 ","Burnt Park Dr","Red Deer","Canada","Alberta","t4s0k7",NULL,"31",NULL,NULL,NULL,NULL,50,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-28 19:51:10.748","2025-01-28 19:51:10.748",96,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
97,NULL,"Rayner Ranch Institute","111940","111","111940",NULL,NULL,"338042","304th ","West","Millarville","Canada","Alberta","T0L1K0",NULL,"11",NULL,NULL,NULL,NULL,310,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-29 17:52:34.381","2025-01-29 17:56:10.372",470,470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
98,NULL,"Packers Plus Energy Services MX Manufacturing ","324190","324","324190",NULL,NULL,"5707","72A ","Avenue","Edmonton ","Canada","Alberta","T6B2J1",NULL,"31",NULL,NULL,NULL,NULL,312,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-31 16:30:43.763","2025-02-12 20:36:40.529",474,474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
99,NULL,"Millar Western Forest Products Ltd. Whitecourt Pulp Division","322111","322","322111",NULL,NULL,"","50","Mill Road","Whitecourt","Canada","Alberta","T7S1N9",NULL,"31",NULL,NULL,NULL,NULL,176,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-31 23:21:56.212","2025-05-08 20:17:42.12",303,509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
100,NULL,"Millar Western Forest Products Ltd. Slave Lake Pulp Division","322111","322","322111",NULL,NULL,"","43016","East Mitsue Road","Lesser Slave River ","Canada","Alberta","T0G2A0",NULL,"31",NULL,NULL,NULL,NULL,176,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-01-31 23:30:00.699","2025-01-31 23:30:48.377",303,303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
101,NULL,"Steelhaus Technologies Inc.","333130","333","333130",NULL,NULL,"Bay 145","79","Freeport Cres NE","Calgary","Canada","Alberta","T3J2L2",NULL,"31",NULL,NULL,NULL,NULL,313,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-03 16:32:40.113","2025-06-17 15:38:03.024",475,475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
102,NULL,"Potato Washer","111211","111","111211",NULL,NULL,"","SE18-10-16-W4","SE18-10-16-W4","Taber","Canada","Alberta","A1A1A1",NULL,"11",NULL,NULL,NULL,NULL,316,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-04 22:50:51.642","2025-02-06 18:53:16.349",479,479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
103,NULL,"ded","236220","236","236220",NULL,NULL,"de","55","434","toronto","Canada","Alberta","a1a1a1",NULL,"23",NULL,NULL,NULL,NULL,55,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-02-05 08:03:03.826","2025-02-05 08:05:57.618",105,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5
104,NULL,"TestCompany3","236210","236","236210",NULL,NULL,"5","555","tor","yot","Canada","Alberta","a1a1a1",NULL,"23",NULL,NULL,NULL,NULL,55,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-02-05 08:04:26.82","2025-02-05 08:05:32.633",105,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
105,NULL,"Quattro Ventures","111999","111","111999",NULL,NULL,"","SW35-10-11W4","Hwy 3","Bow Island","Canada","Alberta","T0K0G0",NULL,"11",NULL,NULL,NULL,NULL,319,2,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-05 16:26:15.401","2025-03-20 12:55:50.828",482,482,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
106,NULL,"Red Deer","311515","311","311515",NULL,NULL,"","5410 ","Gaetz Ave","Red Deer","Canada","Alberta","T4N4B5",NULL,"31",NULL,NULL,NULL,NULL,109,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-05 16:27:19.888","2025-02-05 19:05:48.547",203,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
107,NULL,"Edmonton","311511","311","311511",NULL,NULL,"16110 ","116","Ave NW","Edmonton","Canada","Alberta","T5M3V4",NULL,"31",NULL,NULL,NULL,NULL,109,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-05 19:27:43.075","2025-02-05 20:09:41.29",203,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
108,NULL,"West Dried Meat Lake Regional Landfill","562110","562","562110",NULL,NULL,"","SW 14-44-21","SW 14-44-21","Ferintosh","Canada","Alberta","T0B3L0",NULL,"56",NULL,NULL,NULL,NULL,267,1,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-06 17:20:24.762","2025-02-06 17:20:24.762",415,415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
109,NULL,"Sofina - Edmonton North Hatchery","112340","112","112340",NULL,NULL,"","7503 ","127 Ave NW","Edmonton","Canada","Alberta","T5C1R9",NULL,"11",NULL,NULL,NULL,NULL,30,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-10 18:06:55.675","2025-06-10 19:24:34.799",407,407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4
110,NULL,"Norquest Industries Inc.","333130","333","333130",NULL,"https://semiproduploads.blob.core.windows.net/files/_82100_unknown1739222747585.JPG?sv=2025-01-05&spr=https&se=2035-02-10T21%3A25%3A47Z&sr=b&sp=r&sig=7vPT1bFOJyTIjq9DXYtzQ4DzMHv%2BkU5hz43mdjGgAOg%3D","","3911 ","74 Ave NW","Edmonton","Canada","Alberta","T6B2Z7",NULL,"31",NULL,NULL,NULL,NULL,161,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-10 21:25:58.692","2025-02-10 21:30:11.053",284,284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
111,NULL,"Calgary Manufacturing","312110","312","312110",NULL,NULL,"","3851","23rd St","Calgary","Canada","Alberta","T2E6T2",NULL,"31",NULL,NULL,NULL,NULL,326,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-11 16:57:09.748","2025-04-17 11:18:32.491",492,492,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
112,NULL,"5Mile Farms ","112310","112","112310",NULL,"https://semiproduploads.blob.core.windows.net/files/_996896_unknown1739316933827.jpg?sv=2025-01-05&spr=https&se=2035-02-11T23%3A35%3A34Z&sr=b&sp=r&sig=jqjYpGyVPvY%2BRibxnnoOt86NarYPh4X3IOITg5YV1kc%3D","1","52.73834","112.66250","Edberg","Canada","Alberta","T0B1J0",NULL,"11",NULL,NULL,NULL,NULL,329,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-11 23:36:50.179","2025-02-26 18:23:18.126",499,499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
113,NULL,"Barn","112110","112","112110",NULL,"https://semiproduploads.blob.core.windows.net/files/_89936_unknown1739488528438.jpeg?sv=2025-01-05&spr=https&se=2035-02-13T23%3A15%3A28Z&sr=b&sp=r&sig=34%2ByIx54fhupQEimfsLoTPxQBV9qpa2xc8jkTALp%2B24%3D","","21067","Hwy 688","ST ISIDORE","Canada","Alberta","T0H3B0",NULL,"11",NULL,NULL,NULL,NULL,331,2,0,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,1,"2025-02-13 23:17:07.983","2025-02-14 21:28:06.449",502,502,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
114,NULL,"Knappen 4-5-1-11 W4M, ABBT0134164","211110","211","211110",NULL,NULL,"04-05-001-11W4M","48.999165","-111.450332","Knappen","Canada","Alberta","T0K1M0",NULL,"21",NULL,NULL,NULL,NULL,333,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-02-14 17:05:22.579","2025-03-18 13:01:02.596",504,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
115,NULL,"Knappen 4-11-1-11 W4M ABBT0120874","211110","211","211110",NULL,NULL,"Knappen 4-11-1-11 W4M ","49.015605","-111.383669","Knappen","Canada","Alberta","T0K1M0",NULL,"21",NULL,NULL,NULL,NULL,333,3,2,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,3,"2025-02-14 17:19:51.313","2025-03-18 12:54:05.954",504,514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
