id,facility_name,naic_code,facility_category,facility_type,unit_number,street_number,street_name,city,country,province,postal_code,address,sector,company_id,facility_id_general_status,facility_id_submission_status,updated_at,company_name,account_owner_email
111,Calgary Manufacturing,312110,312,312110,,3851,23rd St,Calgary,Canada,Alberta,T2E6T2,NULL,31,326,3,2,18:32.5,Panevo Energy Limited,elaage@cokecanada.com
113,Barn,112110,112,112110,,21067,Hwy 688,ST ISIDORE,Canada,Alberta,T0H3B0,NULL,11,331,2,0,28:06.4,Lavoie Ventures,mason@lavoieventures.ca
114,"Knappen 4-5-1-11 W4M, ABBT0134164",211110,211,211110,04-05-001-11W4M,48.999165,-111.450332,Knappen,Canada,Alberta,T0K1M0,NULL,21,333,3,2,01:02.6,Tower Ridge Enterprises Corp.,john.polnick@towerridge.ca
115,Knappen 4-11-1-11 W4M ABBT0120874,211110,211,211110,Knappen 4-11-1-11 W4M ,49.015605,-111.383669,Knappen,Canada,Alberta,T0K1M0,NULL,21,333,3,2,54:06.0,Tower Ridge Enterprises Corp.,john.polnick@towerridge.ca
134,"GHG INC. GIFT 6-34-78-11, ABBT3220023 ",211110,211,211110,06-34-078-11W5,55.801345,-115.621673,Gift Lake Metis Settlement,Canada,Alberta,T0G1B0,NULL,21,333,3,2,04:07.0,Tower Ridge Enterprises Corp.,john.polnick@towerridge.ca
162,"GHG INC. GIFT 6-34-78-11, ABBT3220023 ",211110,211,211110,06-34-078-11W5,55.801345,-115.621673,Gift Lake Metis Settlement,Canada,Alberta,T0G1B0,NULL,21,333,3,2,53:00.9,Tower Ridge Enterprises Corp.,john.polnick@towerridge.ca
164,Knappen 4-11-1-11 W4M ABBT0120874,211110,211,211110,Knappen 4-11-1-11 W4M ,49.015605,-111.383669,Knappen,Canada,Alberta,T0K1M0,NULL,21,333,3,2,56:18.6,Tower Ridge Enterprises Corp.,john.polnick@towerridge.ca
165,"Knappen 4-5-1-11 W4M, ABBT0134164",211110,211,211110,04-05-001-11W4M,48.999165,-111.450332,Knappen,Canada,Alberta,T0K1M0,NULL,21,333,3,2,03:14.5,Tower Ridge Enterprises Corp.,john.polnick@towerridge.ca
116,Edvan Custom Metal Processing Ltd,332999,332,332999,,1407,8th,Nisku,Canada,Alberta,T9E7M5,NULL,31,334,2,0,44:56.5,Edvan Custom Metal Processing Ltd,jloates@collinssteel.com
118,Northgood 1,111993,111,111993,C,7610,5 ST SE,Calgary,Canada,Alberta,T2H2L9,NULL,11,335,2,0,57:18.7,Northgood Farms,info@northgoodfarms.com
124,Revival Development,236110,236,236110,,1222,Allowance Ave SE,Medicine Hat,Canada,Alberta,T1A3H1,NULL,23,336,2,0,40:43.0,12Twenty2 Ltd,info@12twenty2.ca
119,ETHEL 04-26 CONNECTOR,211110,211,211110,,04-26-067-08W5,"54.822794,-115.116931",Swan Hills,Canada,Alberta,A1A1A1,NULL,21,337,3,2,54:46.9,Aspenleaf Energy,eric.fischer@aspenleafenergy.com
216,"Gleichen 13-26-021-23W4, AB BT 0114748",211110,211,211110,,50.817965,-113.095088,Gleichen,Canada,Alberta,T0J1N0,NULL,21,338,3,2,28:36.9,Rising Tide Energy Ltd.,paul.beatty@risingtideenergy.ca
120,West Dried Meat Lake Regional Landfill,562210,562,562210,,Secondary Hwy 609,21184,Camrose County,Canada,Alberta,A1A1A1,NULL,56,341,3,2,02:17.3,Camrose County,dking@county.camrose.ab.ca
151,Pouce Coupe Gas Plant,211110,211,211110,5-23-80-13 W6M,55.948674,-119.93129,Peace Arch,Canada,Alberta,A1A1A1,NULL,21,367,3,2,09:57.7,NorthRiver midstream,abdel.hagar@nrm.ca
101,Steelhaus Technologies Inc.,333130,333,333130,Bay 145,79,Freeport Cres NE,Calgary,Canada,Alberta,T3J2L2,NULL,31,313,1,0,38:03.0,Steelhaus Technologies Inc.,nfatma@steelhausinc.com
314,Balzers Canada ,238990,238,238990,,235051,Wrangler Drive,Rockyview,Canada,Alberta,T1K0K3,NULL,23,517,1,0,34:32.6,BCI Canada,jillc@bci-ab.ca
121,Onespot Camprounds ,112391,112,112391,,2822,Wintergreen Road,West Bragg Creek,Canada,Alberta,T0L0K0,NULL,11,342,2,0,15:49.9,CyberCloud-AI,josephine@cybercloud-ai.com
122,Tribal Chiefs Ventures Inc._Edmonton Office,561320,561,561320,,17533,106 Ave,Edmonton,Canada,Alberta,T5S1E7,NULL,56,344,2,0,24:16.7,Tribal Chiefs Ventures Inc.,sojha@tcvi.ca
123,Tribal Chiefs Ventures Inc._St. Paul Office,561320,561,561320,,47 Street,4901,St Paul,Canada,Alberta,T0A3A3,NULL,56,344,2,0,31:48.3,Tribal Chiefs Ventures Inc.,sojha@tcvi.ca
126,Barrhead Transit Mix Ltd,339999,339,339999,Box 4523,6119,48 street,Barrhead,Canada,Alberta,T7N1A4,NULL,31,345,3,2,19:25.2,Barrhead Transit Mix Ltd,colette@barrheadtransitmix.ca
128,02-28-038-07 (07-33 DH) Wellsite,211110,211,211110,,02-28-038-07W5,02-28-038-07W5,Rocky Mountain House,Canada,Alberta,A1A1A1,NULL,21,347,3,2,14:48.1,Whitecap Resources,kyle.fauville@wcap.ca
148,12-28-38-07 Pad (102/04-21 & 102/06-21 DH),211110,211,211110,,12-28-038-07W5,12-28-038-07W5,Rocky Mountain House,Canada,Alberta,A1A1A1,NULL,21,347,3,2,15:02.0,Whitecap Resources,kyle.fauville@wcap.ca
149,16-18-034-04 SF (16-19 DH),211110,211,211110,,16-18-034-04W5,16-18-034-04W5,Caroline,Canada,Alberta,A1A1A1,NULL,21,347,3,2,56:24.7,Whitecap Resources,kyle.fauville@wcap.ca
129,Permolex Ltd.,311211,311,311211,,8010,Edgar Industrial Crescent,Red deer,Canada,Alberta,T4P3R3,NULL,31,350,3,2,44:55.5,Permolex Ltd,jvarghese@permolex.com
130,5 Mile Farms,112310,112,112310,,"52°44'18""N","112°39'45""W",Meeting Creek,Canada,Alberta,A1A1A1,NULL,11,351,2,0,17:05.1,Yuha Electric and Contracting Ltd.,yuha_electric@outlook.com
131,Gold Bar Wastewater Treatment Plant,221320,221,221320,,10977,50 Street NW,Edmonton,Canada,Alberta,T6A2E9,NULL,22,352,1,0,16:08.8,EPCOR Water Services Inc,qzhang@epcor.com
146,Dairy Barn,112120,112,112120,,NE-09-42-27-W4,NE-31-42-27-W4,Ponoka,Canada,Alberta,A1A1A1,NULL,11,357,3,2,01:45.0,Stamm Dairy Ltd,Stammdairyltd@gmail.com
135,Mullen Group Head Office,484110,484,484110,121A,31,Southridge Drive ,okotoks,Canada,Alberta,T1S2N3,NULL,48,358,1,0,18:32.2,Mullen Group Ltd.,lhellyer@mullen-group.com
139,Stoney Trail Aggregate Resource ( STAR) Pit ,212323,212,212323,,12411,85th Street NW,Calgary,Canada,Alberta,T3R1J3,NULL,21,359,3,2,30:41.7,Lafarge Canada Inc,krista.meneghetti@lafarge.com
143,BTG Sylvan Lake GP 14-32,211110,211,211110,,14-32-037-03W5,52.22930N -114.39628E,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,31:43.0,BTG Energy Corporation,dawn.dack@btgenergy.com
144,12-29-038-03W5,211110,211,211110,,12-29-038-03W5,102/11-29-038-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,34:43.7,BTG Energy Corporation,dawn.dack@btgenergy.com
159,03-16-038-03W5,211110,211,211110,,"52.262308, -114.372793",102/07-16-038-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,41:04.9,BTG Energy Corporation,dawn.dack@btgenergy.com
167,11-16-038-03W5,211110,211,211110,,"52.270799, -114.372146",102/15-16-038-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,38:01.4,BTG Energy Corporation,dawn.dack@btgenergy.com
170,14-07-038-04W5,211110,211,211110,,"52.257305, -114.565049",100/14-07-038-04W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,38:59.4,BTG Energy Corporation,dawn.dack@btgenergy.com
171,06-33-038-03W5,211110,211,211110,,"52.311191, -114.373133",102/06-33-038-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,40:49.4,BTG Energy Corporation,dawn.dack@btgenergy.com
172,01-16-038-03W5,211110,211,211110,,"52.262493, -114.361375",103/16-09-038-03W5/03,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,42:57.7,BTG Energy Corporation,dawn.dack@btgenergy.com
173,14-14-037-03W5,211110,211,211110,,"52.184729, -114.328834",100/14-14-037-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,39:50.5,BTG Energy Corporation,dawn.dack@btgenergy.com
174,02-16-038-03W5,211110,211,211110,,"52.262771,  -114.367655",100/02-16-038-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,41:31.8,BTG Energy Corporation,dawn.dack@btgenergy.com
190,07-16-038-03W5,211110,211,211110,,"52.266318, -114.367314",104-06-16-038-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,43:54.4,BTG Energy Corporation,dawn.dack@btgenergy.com
191,01-32-038-03W5,211110,211,211110,,"52.304954, -114.383638",100/08-32-038-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,03:26.9,BTG Energy Corporation,dawn.dack@btgenergy.com
192,04-22-038-03W5,211110,211,211110,,"52.276750, -114.356324",100/04-22-038-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,56:36.6,BTG Energy Corporation,dawn.dack@btgenergy.com
193,13-14-037-03W5,211110,211,211110,,"52.186847, -114.332291",100/13-14-037-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,58:10.2,BTG Energy Corporation,dawn.dack@btgenergy.com
194,12-25-037-04W5,211110,211,211110,,"52.211798, -114.451480",100/12-25-037-04W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,58:51.6,BTG Energy Corporation,dawn.dack@btgenergy.com
195,07-14-037-03W5,211110,211,211110,,"52.178969, -114.322145",100/03-14-037-03W5/02,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,55:57.4,BTG Energy Corporation,dawn.dack@btgenergy.com
196,13-23-037-03W5,211110,211,211110,,"52.201490, -114.332272",100/14-23-037-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,57:22.0,BTG Energy Corporation,dawn.dack@btgenergy.com
197,12-16-038-03W5,211110,211,211110,,"52.269975, -114.379423",100/12-16-038-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,59:29.6,BTG Energy Corporation,dawn.dack@btgenergy.com
226,09-09-038-03W5,211110,211,211110,,"52.254577,  -114.362466",100/09-09-038-03W5/00,Eckville,Canada,Alberta,T0M0X0,NULL,21,361,3,2,40:35.8,BTG Energy Corporation,dawn.dack@btgenergy.com
137,Ws Farms Ltd,112120,112,112120,,Sw17-59-04 w5th,Sw17-59-04 w5th,Barrhead,Canada,Alberta,A1A1A1,NULL,11,362,2,0,24:22.1,Ws Farms Ltd,ws_farms@hotmail.com
152,GordondaleWest Gas Plant,211110,211,211110,,11-24-79-11 W6M,11-24-79-11 W6M,Peace Arch,Canada,Alberta,A1A1A1,NULL,21,367,2,0,18:08.1,NorthRiver midstream,abdel.hagar@nrm.ca
154,CS19 Kelt 14-23,213118,213,213118,,14-23-079-10W6,14-23-079-10W6,Peace Arch,Canada,Alberta,A1A1A1,NULL,21,367,2,0,04:28.5,NorthRiver midstream,abdel.hagar@nrm.ca
142,TORC CARROT CK 01-28-052-13W5 MWB,211110,211,211110,,01-28-052-23W5,"53.5129,-115.8479",Yellowhead County,Canada,Alberta,A1A1A1,NULL,21,368,3,2,28:57.2,HWN Energy Ltd,cgray@hwnenergy.com
155,Great Plains ,484122,484,484122,,5600,76 AVE SE,Calgary,Canada,Alberta,T2C4N4,NULL,48,375,2,0,35:38.2,Lineage,mnamazi@onelineage.com
169,Hartland Colony,111999,111,111999,,52.62 -113.095278,R.R. 1,Bashaw,Canada,Alberta,T0B0H0,NULL,11,376,2,0,20:53.9,Hartland Colony,electric@hartlandcolony.ca
161,Edmasters,237310,237,237310,,1799082,Box961 ,Crossfield,Canada,Alberta,T0M0S0,NULL,23,380,2,0,55:54.8,Edmasters,info@edmasters.ca
163,YYC  - DHL Express,481110,481,481110,,153,Aero Way NE,Calgary,Canada,Alberta,T2E6K2,NULL,48,381,2,0,08:39.8,DHL Express,simon.akiki@dhl.com
166,Edmonton Home Office,115210,115,115210,,4919,Malmo Rd NW,Edmonton,Canada,Alberta,T6H4L9,NULL,11,382,2,0,41:37.5,Ouellette Ag Engineering Inc.,chris@ouelletteageng.com
175,Great Lake Power Plant,221112,221,221112,,283002,HWY 21,Knee Hill,Canada,Alberta,T0M0L0,NULL,22,386,1,0,31:36.6,Great Lake Power,nina_bai@greatlakepower.com
176,​​Peace River Silica Sand Operation​ ,212323,212,212323, NW28 & SW33,TWP 84,Rge. 21,Peace River,Canada,Alberta,T8S1S1,NULL,21,387,2,0,35:22.6,Source Energy Services,cgunn@sourceenergyservices.com
177,eCycle Airdrie ,562920,562,562920,108,34,highland parkway NE,Airdrie,Canada,Alberta,t4a0r1,NULL,56,388,3,2,06:48.3,eCycle Solutions,ahughes@ecyclesolutions.com
178,Jennys Delectbales shop 2,484121,484,484121,,29th street NE,3815,Calgary,Canada,Alberta,T1Y6B5,NULL,48,392,2,0,47:03.5,Jennys Delectables inc,jenniferkohut@jennysdelectables.com
168,Calgary MDF,321999,321,321999,,50,ST,Calgary,Canada,Alberta,T2C3W1,NULL,31,383,3,2,07:02.7,Metrie,dave.danesh@metrie.com
180,Rocky Carselend 09-21,324110,324,324110,1,09-21-22-25W4,09-21-22-25 W4,Calgary,Canada,Alberta,T3R0P3,NULL,31,401,2,0,29:13.2,Rocky Mountain Clean Fuels Inc.,b.lee@rmcfi.com
181,Sand Castle Society -Daycare,561330,561,561330,,84 st,8202,Grande Prairie ,Canada,Alberta,T8X0L6,NULL,56,404,3,2,19:28.3,Sand Castle Society,thesandcastledaycare@gmail.com
187,Kapawe'no First Nation Water Treatment Plant,221310,221,221310,,Lot 4,Grouard,Grouard,Canada,Alberta,T0G1C0,NULL,22,411,3,2,03:52.3,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
206,O'Chiese First Nation Water Treatment Plant,221310,221,221310,,"52.791084, -115.335030","52.791084, -115.335030",Alhambra,Canada,Alberta,A1A1A1,NULL,22,411,3,2,42:01.6,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
207,O'Chiese First Nation- Band Administration Office,561110,561,561110,,"52.731421, -115.309234","52.731421, -115.309234",OChiese,Canada,Alberta,T4T0A3,NULL,56,411,3,2,10:32.1,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
208,O'Chiese First Nation- Public Works Building,561210,561,561210,,"52.733002, -115.310062","52.733002, -115.310062",Alhambra,Canada,Alberta,A1A1A1,NULL,56,411,3,2,11:41.2,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
213,Esquao Building (The Intitute for the Advancement of Aboriginal Women),561310,561,561310,,10220,156 Street NW,Edmonton,Canada,Alberta,T5P2R1,NULL,56,411,3,2,49:30.1,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
220,Beaver First Nation- Water Treatment Plant,221310,221,221310,,"58.460620, -116.259082","58.460620, -116.259082",Boyer,Canada,Alberta,A1A1A1,NULL,22,411,3,2,32:57.6,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
221,Beaver First Nation- Carpentry Shop,238299,238,238299,,30 Boyer River,Crescent,Boyer,Canada,Alberta,T0H1N0,NULL,23,411,3,2,32:36.6,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
222,Beaver First Nation- Administration Office,561110,561,561110,,"58.456350, -116.274564","58.456350, -116.274564",Boyer,Canada,Alberta,T0H1N0,NULL,56,411,3,2,35:58.0,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
223,Kapawe'no First Nation- Water Treatment Plant,221310,221,221310,,"55.484592, -115.393916","55.484592, -115.393916",Grouard,Canada,Alberta,T0G1K0,NULL,22,411,3,2,42:45.1,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
224,Kapawe'no First Nation- Public Works Building,488990,488,488990,,"55.548814, -116.148614","55.548814, -116.148614",Grouard,Canada,Alberta,T0G1C0,NULL,48,411,3,2,40:27.2,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
188,Matt Silver Trucking Ltd,484110,484,484110,61126,RR435,MD of Bonnyville,Bonnyville,Canada,Alberta,T9N0H2,NULL,48,412,3,2,26:53.9,Matt Silver Trucking Ltd,mattsilvertrucking@gmail.com
199,Heifer Barn,112120,112,112120,,NW-18-41-25-W4,NW-18-41-25-W4,Lacombe,Canada,Alberta,A1A1A1,NULL,11,418,2,0,02:43.6,Five Star Cattle Co ltd,fivestardairy@gmail.com
200,Dairy Barn,112120,112,112120,,Se-18-41-25-W4,Se-18-41-25-W4,Lacombe,Canada,Alberta,T4L1W9,NULL,11,418,2,0,09:01.1,Five Star Cattle Co ltd,fivestardairy@gmail.com
203,SECURE Fox Creek FST,562210,562,562210,PO Box 329,n/a,n/a,Fox Creek,Canada,Alberta,T0H1P0,NULL,56,421,1,0,04:31.4,SECURE Waste Infrastructure Corp,anandez@secure-energy.com
204,SECURE Fox Creek FST,562210,562,562210,PO Box 329,n/a,n/a,Fox Creek,Canada,Alberta,T0H1P0,NULL,56,421,1,0,03:58.5,SECURE Waste Infrastructure Corp,anandez@secure-energy.com
90,HQ,561990,561,561990,,105,12 AVE SE,Calgary,Canada,Alberta,T2G1A1,NULL,56,299,2,0,54:16.0,Ayming,abanerjee@ayming.ca
325,asdas,113210,113,113210,,123,asd,asd,Canada,Alberta,t3t3t3,NULL,11,70,2,0,57:19.5,Test green company1,NULL
209,St. Albert Place,561110,561,561110,,5,St. Anne Street,St Albert,Canada,Alberta,T8N3Z9,NULL,56,430,2,0,47:04.3,City of St. Albert,gtweedy@stalbert.ca
214,Town Hall,561110,561,561110,,1,Columbia Ave W,Devon,Canada,Alberta,T9G1A1,NULL,56,433,3,2,45:35.9,Town of Devon,tsantucci@devon.ca
215,Esso Building,561110,561,561110,,2000, Miquelon Ave,Devon,Canada,Alberta,T9G2H4,NULL,56,433,3,2,05:01.9,Town of Devon,tsantucci@devon.ca
219,Rocky Mountain Show Jumping Ltd.,115210,115,115210,64031,226 Ave W.,226 Ave W,Foothills,Canada,Alberta,T1S2Y9,NULL,11,436,1,0,18:29.2,Rocky Mountain Show Jumping Ltd.,john@rmsj.ca
217,Epic Roofing and Exteriors Calgary,238160,238,238160,2435,22,Street NE,Calgary,Canada,Alberta,T2E8K8,NULL,23,437,2,0,59:04.7,Epic Roofing and Exteriors,travis@epicroofing.ca
212,X,561110,561,561110,,x,x,x,Canada,Alberta,A1A1A1,NULL,56,411,2,2,12:50.0,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
210,Aseniwuche Winewak Nation of Canada- ADC Shop,332999,332,332999,,9600,104 Avenue,Grande Cache,Canada,Alberta,T0E0A6,NULL,31,411,3,2,08:29.6,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
211,Aseniwuche Winewak Nation of Canada- AEC Shop,561210,561,561210,,10007,99 St,Grande Cache,Canada,Alberta,T0E0Y0,NULL,56,411,3,2,10:54.9,Simplify Energy Consultants Ltd.,adam@simplifyenergy.ca
430,c2,114113,114,114113,,123,asdasd,wqeqwe,Canada,Alberta,t3t3t3,NULL,11,536,3,2,25:28.9,Bruh,andrei81@yopmail.com
189,Battle River Facility,324190,324,324190,,52.44982,-112.1629,NA,Canada,Alberta,A1A1A1,NULL,31,414,3,2,12:17.3,Ashcor,Mona.Siwak@atco.com
225,Cardston Agridome,112920,112,112920,,880,West Bypass,Cardston,Canada,Alberta,T0K0K0,NULL,11,442,3,2,42:56.0,Cardston Ag Society,cardstonag@gmail.com
228,Natural Elk Ranch,112991,112,112991,,SE34-28-25W4,SE34-28-25W4,Beiseker,Canada,Alberta,T0M0G0,NULL,11,444,3,2,11:47.5,Natural Elk Ranch,wayneb1@telus.net
218,Airside,481110,481,481110,6759,60,Ave,Nisku,Canada,Alberta,T9E0V3,NULL,48,431,3,2,55:36.0,York Realty,ali@yorkrealty.ca
227,Steelbrace Construction & Mgmt.,236210,236,236210,2017,274,274 Ave East,County of Foothills,Canada,Alberta,T0L1T0,NULL,23,443,3,2,29:49.2,Steelbrace Construction & Mgmt. Inc,steelbrace13@gmail.com
109,Sofina - Edmonton North Hatchery,112340,112,112340,,7503,127 Ave NW,Edmonton,Canada,Alberta,T5C1R9,NULL,11,30,2,0,24:34.8,Sofina Foods,jbayliss@sofinafoods.com
334,TestFacility10062025,562990,562,562990,,1,Street,Alberta,Canada,Alberta,x1x1x1,NULL,56,22,1,0,34:18.5,KosKompany,NULL
291,2-18-52-12W5 Carrot Creek,211110,211,211110,,2-18-52-12,W5,Edson,Canada,Alberta,A1A1A1,NULL,21,506,2,0,30:35.3,North Fork Resources,trevor@northforkresources.com
273,TestUploadFiles2,561710,561,561710,,1,str,cas,Canada,Alberta,X1X1X1,NULL,56,70,3,2,31:08.9,Test green company1,NULL
235,Carbon Gas Storage,221210,221,221210,,SE-17-029-22W4M,SE-17-029-22W4M,Carbon,Canada,Alberta,A1A1A1,NULL,22,307,2,0,26:17.1,ATCO EnPower,mei.huang@atco.com
304,Elmworth Generating Station,221112,221,221112,,701044,Range Road 114,Elmworth,Canada,Alberta,T0H1J0,NULL,22,512,3,2,29:13.6,Northstone Power Corp.,clinton@northstonepower.com
315,City of Medicine Hat Compost Facility,562210,562,562210,13002,52A,Range Road,Cypress County,Canada,Alberta,T1C1S6,NULL,56,518,2,0,53:52.8,CITY OF MEDICINE HAT,shabri@medicinehat.ca
333,Metro Machine Works,332710,332,332710,,4416,64th Ave SE,Calgary,Canada,Alberta,T2C2B3,NULL,31,529,3,2,14:34.7,Metro Machine Works,tim@metromachineworks.ca
330,Wildcat Hills 04-08-027-05W5M Well Site,211110,211,211110,"51°16'40""N 114°40'16""W",Rural Location - No Fixed Address,Rural Location - No Fixed Address,Rocky View County,Canada,Alberta,T0L0W0,NULL,21,168,3,2,24:56.4,Canlin Energy Inc.,brent.dumenko@canlinenergy.com
331,Wildcat Hills 05-24-027-06W5M Well Site,211110,211,211110,"51°19'07""N 114°43'29""W",Rural Location - No Fixed Address,Rural Location - No Fixed Address,Rocky View County,Canada,Alberta,T0L0W0,NULL,21,168,3,2,25:58.7,Canlin Energy Inc.,brent.dumenko@canlinenergy.com
332,Foremost Equipment LP,333120,333,333120,,5221 - 46th Street,46,Stettler,Canada,Alberta,T0C2L0,NULL,31,528,2,0,37:54.2,Foremost Equipment LP,Joe.huraj@foremost.ca
431,c3,237210,237,237210,,123,asd,asd,Canada,Alberta,t3t3t3,NULL,23,536,2,0,32:03.9,Bruh,andrei81@yopmail.com
311,Wildcat Hills Unit Gas Field,211110,211,211110,,06-16-026-05w5,Range Rd 54,Rocky View County,Canada,Alberta,T0L0W0,NULL,21,168,3,2,08:36.9,Canlin Energy Inc.,brent.dumenko@canlinenergy.com
329,Wildcat Hills 01-03-028-06W5M Well Site,211110,211,211110,"51°21'35""N 114°45'08""W",Rural Location - No Fixed Address,Rural Location - No Fixed Address,Rocky View County,Canada,Alberta,T0L0W0,NULL,21,168,3,2,23:52.8,Canlin Energy Inc.,brent.dumenko@canlinenergy.com
324,.mmm,322122,322,322122,,99,mm,mm,Canada,Alberta,t4t4t4,NULL,31,522,3,2,42:00.5,Uber,andrei60@yopmail.com
432,c4,113110,113,113110,,12,asd,asd,Canada,Alberta,t3t3t3,NULL,11,536,3,2,56:17.8,Bruh,andrei81@yopmail.com
336,asd,114210,114,114210,,1233,asdasd,asdasd,Canada,Alberta,g4g4g4,NULL,11,522,2,0,28:37.1,Uber,andrei60@yopmail.com
338,Memememe,237210,237,237210,,123,asd,asd,Canada,Alberta,t4t4t4,NULL,23,522,2,0,11:25.9,Uber,andrei60@yopmail.com
339,Leduc ECO Station,562110,562,562110,,6102,46 Street,Leduc,Canada,Alberta,T9E6T8,NULL,56,524,3,2,36:47.4,City of Leduc,jharding@leduc.ca
328,Rival Trade Brewing Brew House,312120,312,312120,,3,Gateway Drive,Alhambra,Canada,Alberta,T4T1P3,NULL,31,527,2,0,40:18.2,Rival Trade Brewing Company Inc.,nolan@rivaltradebrewing.com
342,233 dddd,111940,111,111940,,32,333,Calgonton,Canada,Alberta,A1A1A1,NULL,11,533,2,0,21:37.0,Coke Studios,NULL
343,3344,237210,237,237210,,33,324,Helper,Canada,Alberta,G5G5G5,NULL,23,533,2,0,44:25.2,Coke Studios,NULL
344,Camlin Energy,562920,562,562920,,23,123,Caglary,Canada,Alberta,A1A1A1,NULL,56,533,2,0,56:34.5,Coke Studios,NULL
347,Waste Water Treatment Plant,221320,221,221320,,102A,Bow Valley Trail,Canmore,Canada,Alberta,T1W3B7,NULL,22,534,2,0,23:29.0,Town of Canmore,ian.sinclair@canmore.ca
340,Test facility,562990,562,562990,,123,Maple Street,Calgary,Canada,Alberta,A1A1A1,NULL,56,70,2,0,54:50.7,Test green company1,NULL
341,Test creation application,111421,111,111421,,22,22,Wroclaw,Canada,Alberta,A1A1A1,NULL,11,70,2,0,55:15.8,Test green company1,NULL
243,Wastewater Treatment Plant,221320,221,221320,,1100,River Drive,Devon,Canada,Alberta,T9G1A1,NULL,22,433,3,2,24:40.2,Town of Devon,tsantucci@devon.ca
335,rew,111120,111,111120,,32,3223,Calgary,Canada,Alberta,A1A1A1,NULL,11,499,2,0,20:06.8,Doctors Inc,NULL
433,c4,238320,238,238320,,asd,123,asd,Canada,Alberta,t3t3t3,NULL,23,536,2,0,21:36.8,Bruh,andrei81@yopmail.com
356,Wildcat Hills 16-23-027-06W5M Well Site,211110,211,211110,"51°19'42""N 114°43'45""W",Rural Location - No Fixed Address,Rural Location - No Fixed Address,Rocky View County,Canada,Alberta,T0L0W0,NULL,21,168,3,2,10:35.7,Canlin Energy Inc.,brent.dumenko@canlinenergy.com
361,Wildcat Hills 10-06-027-05W5M Well Site,211110,211,211110,"51°16'52""N 114°41'24""W",Rural Location - No Fixed Address,Rural Location - No Fixed Address,Rocky View County,Canada,Alberta,T0L0W0,NULL,21,168,3,2,22:22.0,Canlin Energy Inc.,brent.dumenko@canlinenergy.com
260,Trafford Farms ,111411,111,111411,4,4515,Highway 582,Didsbury,Canada,Alberta,T0M0W0,NULL,11,435,1,0,15:46.2,Trafford Farms,marina@traffordfarms.com
302,Cnoon International - Kinosis ( K1A ),211141,211,211141, K1A – 02-35-084-07 W4M ,  K1A – 02-35-084-07 W4M ,11 Km south of Anzac on highway 881,Anzac,Canada,Alberta,T0P1J0,NULL,21,346,3,2,09:36.1,CNOOC International,raj.bambhania@intl.cnoocltd.com
358,sad,111940,111,111940,,123,asd,asd,Canada,Alberta,t4t4t4,NULL,11,536,3,2,24:53.2,Bruh,andrei81@yopmail.com
262,E&A Tire Recycling,562110,562,562110,264,264,Elm st,Fort mcmurray ,Canada,Alberta,T9k0k2,NULL,56,438,1,0,08:59.8,E&A recycle & renew,eddiebalsom9@hotmail.com
359,s,562990,562,562990,,123,ASD,ASD,Canada,Alberta,r3r3r3,NULL,56,536,3,2,24:54.9,Bruh,andrei81@yopmail.com
317,Maple Leaf Foods Hatchery Wetaskiwin,112340,112,112340,,4710,39 Avenue,Wetaskiwin,Canada,Alberta,T9A3G2,NULL,11,46,2,0,41:18.8,Maple Leaf Foods,colin.haveroen@mapleleaf.com
